id,gender,age,age_o,race,race_o,importance_same_race,importance_same_religion,field,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,match
4497,female,21,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,5.0,9.0,9.0,7.0,9.0,8.0,50.0,20.0,10.0,10.0,5.0,5.0,7.0,8.0,5.0,6.0,5.0,8.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,-0.06,7,,9.0,5.0,8.0,0,0
4498,female,21,23,European/Caucasian-American,European/Caucasian-American,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,5.0,5.0,5.0,5.0,9.0,6.0,25.0,5.0,30.0,15.0,5.0,20.0,7.0,5.0,5.0,6.0,3.0,2.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.14,7,,9.0,5.0,7.0,0,0
4499,female,21,27,European/Caucasian-American,European/Caucasian-American,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,5.0,7.0,7.0,7.0,7.0,7.0,19.0,13.0,18.0,18.0,10.0,22.0,6.0,7.0,6.0,7.0,7.0,6.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,-0.15,7,,9.0,7.0,8.0,0,0
45,female,21,25,European/Caucasian-American,European/Caucasian-American,8,1,Law,20.0,5.0,25.0,25.0,10.0,15.0,6,3,6,10,8,5.0,6.0,7.0,5.0,7.0,8.0,50.0,0.0,30.0,10.0,0.0,10.0,5.0,8.0,7.0,7.0,7.0,7.0,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0.06,7,10,,7.0,3.0,0,0
450,female,26,27,European/Caucasian-American,Black/African American,7,8,Statistics,20.0,25.0,20.0,15.0,15.0,5.0,8,7,8,8,6,5.0,4.0,8.0,5.0,8.0,3.0,35.0,10.0,20.0,15.0,10.0,10.0,7.0,,,,,,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,-0.02,6,8,0.0,5.0,3.0,0,0
4500,female,21,32,European/Caucasian-American,Other,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,5.0,7.0,7.0,6.0,8.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,5.0,5.0,6.0,6.0,6.0,5.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.5,7,,9.0,7.0,6.0,0,0
4501,female,21,27,European/Caucasian-American,European/Caucasian-American,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,3.0,5.0,7.0,5.0,9.0,5.0,6.67,19.05,42.86,9.52,14.29,7.62,6.0,8.0,8.0,6.0,3.0,4.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.34,7,,9.0,4.0,5.0,0,0
4503,female,21,30,European/Caucasian-American,European/Caucasian-American,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,8.0,8.0,7.0,7.0,9.0,8.0,50.0,0.0,20.0,20.0,0.0,10.0,8.0,4.0,6.0,4.0,6.0,4.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.45,7,,9.0,7.0,7.0,0,0
4504,female,21,29,European/Caucasian-American,Other,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,3.0,8.0,8.0,7.0,9.0,9.0,40.0,30.0,10.0,8.0,2.0,10.0,7.0,7.0,6.0,6.0,7.0,5.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.02,7,,9.0,6.0,8.0,0,0
4505,female,21,26,European/Caucasian-American,European/Caucasian-American,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,3.0,10.0,10.0,8.0,9.0,10.0,20.0,25.0,20.0,10.0,5.0,20.0,9.0,9.0,7.0,8.0,9.0,8.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,-0.36,7,,9.0,7.0,10.0,0,1
4506,female,21,36,European/Caucasian-American,European/Caucasian-American,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,3.0,7.0,7.0,6.0,8.0,7.0,20.0,16.0,16.0,16.0,16.0,16.0,6.0,10.0,7.0,5.0,5.0,,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.47,7,,9.0,4.0,7.0,0,0
4507,female,21,29,European/Caucasian-American,European/Caucasian-American,9,8,Education- Literacy Specialist,25.0,25.0,15.0,15.0,10.0,10.0,8,10,9,8,9,4.0,7.0,7.0,7.0,8.0,5.0,30.0,15.0,15.0,20.0,10.0,10.0,6.0,7.0,7.0,7.0,7.0,6.0,5,2,8,8,10,10,3,3,5,10,8,10,10,8,8,8,6,0.28,7,,9.0,6.0,8.0,0,0
4508,female,22,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,6.0,8.0,8.0,6.0,8.0,6.0,17.0,19.0,18.0,17.0,11.0,18.0,9.0,8.0,9.0,8.0,7.0,7.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.31,1,,3.0,6.0,6.0,0,0
4509,female,22,32,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,7.0,9.0,9.0,6.0,7.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,10.0,8.0,8.0,8.0,4.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.65,1,,3.0,8.0,7.0,0,0
451,female,26,23,European/Caucasian-American,European/Caucasian-American,7,8,Statistics,20.0,25.0,20.0,15.0,15.0,5.0,8,7,8,8,6,5.0,2.0,6.0,2.0,5.0,4.0,25.0,10.0,35.0,15.0,0.0,15.0,5.0,6.0,8.0,5.0,5.0,2.0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,-0.47,6,8,0.0,5.0,6.0,0,1
4510,female,22,25,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,7.0,7.0,8.0,6.0,7.0,6.0,24.0,15.0,20.0,20.0,8.0,13.0,7.0,7.0,7.0,8.0,6.0,4.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.5,1,,3.0,7.0,7.0,0,0
4511,female,22,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,8.0,9.0,9.0,9.0,9.0,8.0,50.0,20.0,10.0,10.0,5.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.0,1,,3.0,9.0,7.0,0,0
4512,female,22,23,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,8.0,9.0,9.0,9.0,9.0,7.0,25.0,5.0,30.0,15.0,5.0,20.0,5.0,7.0,7.0,5.0,5.0,4.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.24,1,,3.0,8.0,7.0,0,0
4513,female,22,27,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,8.0,8.0,8.0,8.0,8.0,8.0,19.0,13.0,18.0,18.0,10.0,22.0,4.0,6.0,7.0,5.0,7.0,5.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,-0.02,1,,3.0,8.0,7.0,0,0
4514,female,22,32,European/Caucasian-American,Other,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,6.0,8.0,8.0,6.0,8.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,4.0,5.0,5.0,4.0,4.0,4.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.34,1,,3.0,6.0,6.0,0,0
4515,female,22,27,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,9.0,8.0,8.0,8.0,8.0,8.0,6.67,19.05,42.86,9.52,14.29,7.62,8.0,7.0,9.0,8.0,3.0,5.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.47,1,,3.0,8.0,8.0,0,0
4516,female,22,25,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,9.0,9.0,9.0,9.0,9.0,9.0,25.0,20.0,15.0,25.0,10.0,5.0,5.0,6.0,5.0,4.0,4.0,3.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.25,1,,3.0,9.0,7.0,0,0
4517,female,22,30,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,9.0,7.0,8.0,7.0,7.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0,4.0,8.0,7.0,4.0,6.0,2.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.45,1,,3.0,7.0,6.0,0,0
4518,female,22,29,European/Caucasian-American,Other,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,6.0,7.0,8.0,6.0,7.0,5.0,40.0,30.0,10.0,8.0,2.0,10.0,5.0,6.0,7.0,6.0,6.0,5.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,-0.07,1,,3.0,6.0,6.0,0,0
4519,female,22,26,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,6.0,7.0,7.0,6.0,7.0,8.0,20.0,25.0,20.0,10.0,5.0,20.0,7.0,8.0,8.0,5.0,6.0,5.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,-0.26,1,,3.0,7.0,7.0,0,0
452,female,26,21,European/Caucasian-American,European/Caucasian-American,7,8,Statistics,20.0,25.0,20.0,15.0,15.0,5.0,8,7,8,8,6,1.0,5.0,5.0,2.0,5.0,2.0,15.0,20.0,15.0,30.0,5.0,15.0,6.0,6.0,6.0,7.0,5.0,5.0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,-0.15,6,8,0.0,3.0,6.0,0,0
4520,female,22,36,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,6.0,7.0,7.0,6.0,7.0,5.0,20.0,16.0,16.0,16.0,16.0,16.0,6.0,10.0,7.0,5.0,5.0,,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.25,1,,3.0,6.0,6.0,0,0
4521,female,22,29,European/Caucasian-American,European/Caucasian-American,7,1,English,10.0,30.0,20.0,10.0,15.0,15.0,7,10,9,10,10,7.0,7.0,7.0,7.0,7.0,7.0,30.0,15.0,15.0,20.0,10.0,10.0,4.0,7.0,7.0,6.0,6.0,5.0,3,1,3,5,10,10,3,1,4,10,5,10,10,10,10,9,7,0.31,1,,3.0,7.0,7.0,0,0
4522,female,24,27,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,8.0,9.0,10.0,10.0,10.0,5.0,17.0,19.0,18.0,17.0,11.0,18.0,8.0,9.0,8.0,8.0,6.0,8.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.03,5,,2.0,9.0,8.0,0,0
4523,female,24,32,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,7.0,8.0,8.0,7.0,7.0,7.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,9.0,9.0,8.0,,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.76,5,,2.0,7.0,5.0,0,0
4524,female,24,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,8.0,8.0,8.0,8.0,8.0,8.0,24.0,15.0,20.0,20.0,8.0,13.0,6.0,6.0,6.0,6.0,6.0,5.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.3,5,,2.0,8.0,3.0,0,0
4525,female,24,29,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,10.0,9.0,9.0,9.0,9.0,9.0,50.0,20.0,10.0,10.0,5.0,5.0,5.0,5.0,6.0,4.0,7.0,5.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,-0.17,5,,2.0,9.0,8.0,0,0
4526,female,24,23,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,8.0,9.0,9.0,8.0,9.0,10.0,25.0,5.0,30.0,15.0,5.0,20.0,5.0,7.0,8.0,7.0,6.0,3.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.4,5,,2.0,8.0,7.0,0,0
4527,female,24,27,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,8.0,9.0,9.0,8.0,8.0,7.0,19.0,13.0,18.0,18.0,10.0,22.0,4.0,7.0,7.0,5.0,5.0,4.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.25,5,,2.0,8.0,6.0,0,0
4528,female,24,32,Asian/Pacific Islander/Asian-American,Other,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,8.0,9.0,8.0,8.0,8.0,7.0,20.0,10.0,30.0,20.0,10.0,10.0,6.0,6.0,5.0,5.0,6.0,4.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.26,5,,2.0,8.0,7.0,0,0
4529,female,24,27,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,7.0,7.0,10.0,9.0,9.0,4.0,6.67,19.05,42.86,9.52,14.29,7.62,7.0,9.0,9.0,7.0,6.0,4.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.76,5,,2.0,8.0,6.0,0,0
453,female,26,28,European/Caucasian-American,European/Caucasian-American,7,8,Statistics,20.0,25.0,20.0,15.0,15.0,5.0,8,7,8,8,6,9.0,8.0,8.0,5.0,6.0,7.0,40.0,15.0,20.0,10.0,5.0,10.0,7.0,8.0,8.0,7.0,8.0,6.0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,0.77,6,8,0.0,7.0,6.0,0,0
4530,female,24,25,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,10.0,10.0,10.0,10.0,10.0,8.0,25.0,20.0,15.0,25.0,10.0,5.0,5.0,8.0,7.0,8.0,5.0,5.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.59,5,,2.0,9.0,8.0,0,1
4531,female,24,30,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,8.0,9.0,9.0,9.0,9.0,8.0,50.0,0.0,20.0,20.0,0.0,10.0,5.0,8.0,8.0,7.0,6.0,4.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.62,5,,2.0,9.0,8.0,,0
4532,female,24,29,Asian/Pacific Islander/Asian-American,Other,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,7.0,9.0,10.0,9.0,9.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,4.0,7.0,8.0,7.0,4.0,5.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.33,5,,2.0,7.0,6.0,0,0
4533,female,24,26,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,7.0,8.0,8.0,8.0,8.0,8.0,20.0,25.0,20.0,10.0,5.0,20.0,7.0,9.0,8.0,10.0,9.0,9.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,-0.15,5,,2.0,8.0,7.0,0,0
4534,female,24,36,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,7.0,9.0,9.0,7.0,7.0,4.0,20.0,16.0,16.0,16.0,16.0,16.0,6.0,10.0,8.0,6.0,5.0,,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.55,5,,2.0,6.0,5.0,0,0
4535,female,24,29,Asian/Pacific Islander/Asian-American,European/Caucasian-American,1,1,Social Work,10.0,40.0,10.0,20.0,10.0,10.0,6,9,9,8,9,6.0,7.0,7.0,2.0,2.0,2.0,30.0,15.0,15.0,20.0,10.0,10.0,6.0,7.0,7.0,6.0,6.0,5.0,7,1,7,8,9,8,9,4,9,9,6,7,9,7,9,5,4,0.57,5,,2.0,4.0,3.0,0,0
4536,female,35,27,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,6.0,10.0,10.0,9.0,10.0,8.0,17.0,19.0,18.0,17.0,11.0,18.0,6.0,8.0,8.0,7.0,6.0,7.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.24,9,,6.0,7.0,10.0,1,0
4537,female,35,32,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,10.0,10.0,10.0,10.0,9.0,9.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,8.0,9.0,8.0,,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.73,9,,6.0,10.0,9.0,0,0
4538,female,35,25,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,6.0,9.0,10.0,7.0,7.0,2.0,24.0,15.0,20.0,20.0,8.0,13.0,6.0,6.0,6.0,5.0,7.0,4.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.07,9,,6.0,4.0,8.0,0,0
4539,female,35,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,7.0,10.0,9.0,9.0,8.0,9.0,50.0,20.0,10.0,10.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,7.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.22,9,,6.0,9.0,8.0,0,0
454,female,26,28,European/Caucasian-American,European/Caucasian-American,7,8,Statistics,20.0,25.0,20.0,15.0,15.0,5.0,8,7,8,8,6,3.0,4.0,6.0,4.0,5.0,2.0,40.0,20.0,20.0,20.0,0.0,0.0,9.0,8.0,7.0,6.0,7.0,6.0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,0.83,6,8,0.0,4.0,5.0,0,0
4540,female,35,23,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,8.0,10.0,9.0,9.0,9.0,10.0,25.0,5.0,30.0,15.0,5.0,20.0,4.0,6.0,6.0,4.0,4.0,2.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.54,9,,6.0,9.0,9.0,0,0
4541,female,35,27,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,9.0,10.0,10.0,10.0,9.0,9.0,19.0,13.0,18.0,18.0,10.0,22.0,3.0,6.0,7.0,8.0,,6.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.24,9,,6.0,10.0,9.0,0,0
4542,female,35,32,European/Caucasian-American,Other,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,4.0,9.0,10.0,6.0,9.0,2.0,20.0,10.0,30.0,20.0,10.0,10.0,5.0,7.0,7.0,4.0,5.0,4.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.32,9,,6.0,3.0,2.0,0,0
4543,female,35,27,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,8.0,10.0,10.0,8.0,7.0,7.0,6.67,19.05,42.86,9.52,14.29,7.62,5.0,9.0,9.0,6.0,6.0,3.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.77,9,,6.0,8.0,9.0,0,0
4544,female,35,25,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,8.0,9.0,9.0,10.0,7.0,10.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,8.0,7.0,7.0,8.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.52,9,,6.0,9.0,9.0,0,1
4545,female,35,30,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,10.0,9.0,10.0,10.0,9.0,9.0,50.0,0.0,20.0,20.0,0.0,10.0,4.0,7.0,8.0,5.0,6.0,5.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.79,9,,6.0,10.0,9.0,0,0
4546,female,35,29,European/Caucasian-American,Other,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,7.0,10.0,9.0,7.0,10.0,6.0,40.0,30.0,10.0,8.0,2.0,10.0,7.0,7.0,7.0,6.0,5.0,5.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.11,9,,6.0,6.0,10.0,0,0
4547,female,35,26,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,8.0,10.0,10.0,10.0,9.0,10.0,20.0,25.0,20.0,10.0,5.0,20.0,6.0,8.0,9.0,8.0,9.0,8.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,-0.03,9,,6.0,9.0,9.0,0,1
4548,female,35,36,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,8.0,9.0,10.0,9.0,10.0,9.0,20.0,16.0,16.0,16.0,16.0,16.0,9.0,4.0,5.0,2.0,2.0,,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.64,9,,6.0,8.0,8.0,0,0
4549,female,35,29,European/Caucasian-American,European/Caucasian-American,1,1,Anthropology/Education,15.0,20.0,25.0,15.0,15.0,10.0,8,9,9,9,10,9.0,8.0,10.0,9.0,8.0,9.0,30.0,15.0,15.0,20.0,10.0,10.0,4.0,7.0,7.0,5.0,5.0,5.0,8,2,8,9,10,10,7,2,5,8,2,10,8,8,10,4,2,0.66,9,,6.0,7.0,9.0,0,0
455,female,26,23,European/Caucasian-American,Black/African American,7,8,Statistics,20.0,25.0,20.0,15.0,15.0,5.0,8,7,8,8,6,5.0,6.0,8.0,6.0,8.0,4.0,20.0,25.0,25.0,10.0,10.0,10.0,6.0,9.0,9.0,8.0,9.0,7.0,6,1,4,6,7,7,7,1,3,9,1,9,6,6,7,5,1,-0.12,6,8,0.0,5.0,5.0,0,0
4551,female,34,32,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,6.0,7.0,10.0,5.0,10.0,6.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,10.0,10.0,8.0,10.0,7.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.65,2,,4.0,6.0,5.0,0,1
4552,female,34,25,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,3.0,7.0,7.0,2.0,9.0,2.0,24.0,15.0,20.0,20.0,8.0,13.0,8.0,7.0,7.0,6.0,7.0,4.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.31,2,,4.0,2.0,2.0,0,0
4553,female,34,29,European/Caucasian-American,Asian/Pacific Islander/Asian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,7.0,8.0,9.0,7.0,9.0,6.0,50.0,20.0,10.0,10.0,5.0,5.0,6.0,6.0,7.0,8.0,7.0,8.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.17,2,,4.0,7.0,6.0,0,1
4554,female,34,23,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,5.0,6.0,8.0,2.0,5.0,6.0,25.0,5.0,30.0,15.0,5.0,20.0,6.0,6.0,8.0,5.0,8.0,3.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.36,2,,4.0,3.0,4.0,0,0
4555,female,34,27,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,7.0,7.0,8.0,8.0,5.0,6.0,19.0,13.0,18.0,18.0,10.0,22.0,5.0,8.0,9.0,8.0,8.0,5.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.26,2,,4.0,8.0,6.0,0,0
4556,female,34,32,European/Caucasian-American,Other,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,7.0,6.0,7.0,6.0,8.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,7.0,7.0,7.0,7.0,5.0,6.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.48,2,,4.0,5.0,4.0,0,0
4557,female,34,27,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,5.0,6.0,6.0,5.0,6.0,5.0,6.67,19.05,42.86,9.52,14.29,7.62,5.0,8.0,8.0,7.0,7.0,3.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.54,2,,4.0,5.0,4.0,0,0
4558,female,34,25,European/Caucasian-American,European/Caucasian-American,3,8,bilingual education,20.0,20.0,20.0,20.0,10.0,10.0,9,9,8,9,8,6.0,6.0,7.0,7.0,8.0,4.0,25.0,20.0,15.0,25.0,10.0,5.0,5.0,6.0,8.0,4.0,5.0,3.0,5,3,9,10,7,8,5,1,5,9,5,9,10,9,9,5,9,0.36,2,,4.0,7.0,5.0,0,0
